Format:             MT2DData_1.0
#Description:      Data file generated by MATLAB at 27-Aug-2022 14:15:03
#Comments:         
Receiver Location (m):    41
#     Y     Z
        0.00         0.00
      400.00         0.00
      800.00         0.00
     1200.00         0.00
     1600.00         0.00
     2000.00         0.00
     2400.00         0.00
     2800.00         0.00
     3200.00         0.00
     3600.00         0.00
     4000.00         0.00
     4400.00         0.00
     4800.00         0.00
     5200.00         0.00
     5600.00         0.00
     6000.00         0.00
     6400.00         0.00
     6800.00         0.00
     7200.00         0.00
     7600.00         0.00
     8000.00         0.00
     8400.00         0.00
     8800.00         0.00
     9200.00         0.00
     9600.00         0.00
    10000.00         0.00
    10400.00         0.00
    10800.00         0.00
    11200.00         0.00
    11600.00         0.00
    12000.00         0.00
    12400.00         0.00
    12800.00         0.00
    13200.00         0.00
    13600.00         0.00
    14000.00         0.00
    14400.00         0.00
    14800.00         0.00
    15200.00         0.00
    15600.00         0.00
    16000.00         0.00
Frequencies (Hz):    11
    1.00000e+02
    3.98110e+01
    1.58490e+01
    6.30960e+00
    2.51190e+00
    1.00000e+00
    3.98110e-01
    1.58490e-01
    6.30960e-02
    2.51190e-02
    1.00000e-02
DataType:  Impedance
DataComp:     2
ZXY
ZYX
Data Block:     902
# FreqNo.  RxNo.   DataType    RealValue     ImagValue      Error
    5     35        1    2.940517e-02    3.333858e-02    2.307994e-03
    5     35        2   -3.141881e-02   -3.189132e-02    2.220889e-03
    5     36        1    3.102382e-02    3.300714e-02    2.297022e-03
    5     36        2   -2.968066e-02   -3.183332e-02    2.216485e-03
    5     37        1    2.965964e-02    3.273803e-02    2.287700e-03
    5     37        2   -2.849272e-02   -3.179797e-02    2.217190e-03
    5     38        1    3.602763e-02    3.251805e-02    2.279682e-03
    5     38        2   -3.167899e-02   -3.176629e-02    2.219457e-03
    5     39        1    3.192404e-02    3.233729e-02    2.272723e-03
    5     39        2   -2.998131e-02   -3.173289e-02    2.221835e-03
    5     40        1    3.464896e-02    3.218821e-02    2.266644e-03
    5     40        2   -3.003847e-02   -3.169743e-02    2.223806e-03
    5     41        1    3.279234e-02    3.206502e-02    2.261318e-03
    5     41        2   -3.235183e-02   -3.166108e-02    2.225254e-03
    6      1        1    1.736767e-02    1.961302e-02    1.320052e-03
    6      1        2   -1.975369e-02   -1.943379e-02    1.416837e-03
    6      2        1    1.961139e-02    1.939193e-02    1.303302e-03
    6      2        2   -1.994866e-02   -1.942400e-02    1.421378e-03
    6      3        1    1.558718e-02    1.911792e-02    1.283661e-03
    6      3        2   -2.029234e-02   -1.941831e-02    1.426805e-03
    6      4        1    1.670453e-02    1.877859e-02    1.260525e-03
    6      4        2   -2.143089e-02   -1.941657e-02    1.433020e-03
    6      5        1    1.619860e-02    1.835857e-02    1.233148e-03
    6      5        2   -2.252551e-02   -1.941610e-02    1.439558e-03
    6      6        1    1.568814e-02    1.783913e-02    1.200610e-03
    6      6        2   -2.254986e-02   -1.940793e-02    1.445100e-03
    6      7        1    1.520155e-02    1.719875e-02    1.161847e-03
    6      7        2   -2.131851e-02   -1.936817e-02    1.446432e-03
    6      8        1    1.531120e-02    1.641643e-02    1.115810e-03
    6      8        2   -2.164246e-02   -1.923962e-02    1.436356e-03
    6      9        1    1.437867e-02    1.548260e-02    1.062008e-03
    6      9        2   -2.061935e-02   -1.889903e-02    1.400249e-03
    6     10        1    1.436552e-02    1.442488e-02    1.001830e-03
    6     10        2   -1.735046e-02   -1.813662e-02    1.314610e-03
    6     11        1    1.383965e-02    1.334567e-02    9.405319e-04
    6     11        2   -1.647769e-02   -1.680994e-02    1.165322e-03
    6     12        1    1.320147e-02    1.240988e-02    8.867964e-04
    6     12        2   -1.303019e-02   -1.530115e-02    9.969850e-04
    6     13        1    1.070870e-02    1.172296e-02    8.465568e-04
    6     13        2   -1.202739e-02   -1.422043e-02    8.771502e-04
    6     14        1    1.050245e-02    1.128436e-02    8.202723e-04
    6     14        2   -9.031543e-03   -1.364200e-02    8.127559e-04
    6     15        1    1.123870e-02    1.105716e-02    8.063013e-04
    6     15        2   -8.747654e-03   -1.340801e-02    7.853676e-04
    6     16        1    1.172955e-02    1.101366e-02    8.033025e-04
    6     16        2   -8.591716e-03   -1.341364e-02    7.828550e-04
    6     17        1    1.126897e-02    1.114747e-02    8.109267e-04
    6     17        2   -8.011179e-03   -1.365786e-02    8.043841e-04
    6     18        1    1.264232e-02    1.147574e-02    8.299475e-04
    6     18        2   -7.950646e-03   -1.425345e-02    8.612961e-04
    6     19        1    1.260673e-02    1.203915e-02    8.622131e-04
    6     19        2   -1.198397e-02   -1.543870e-02    9.789543e-04
    6     20        1    1.232484e-02    1.289036e-02    9.099643e-04
    6     20        2   -1.626125e-02   -1.746051e-02    1.185145e-03
    6     21        1    1.342793e-02    1.404107e-02    9.731185e-04
    6     21        2   -2.345421e-02   -1.998325e-02    1.446338e-03
    6     22        1    1.389481e-02    1.537376e-02    1.045186e-03
    6     22        2   -2.315760e-02   -2.180103e-02    1.635417e-03
    6     23        1    1.418680e-02    1.668808e-02    1.116062e-03
    6     23        2   -2.506187e-02   -2.262624e-02    1.720012e-03
    6     24        1    1.658512e-02    1.784917e-02    1.179242e-03
    6     24        2   -2.450954e-02   -2.292086e-02    1.747793e-03
    6     25        1    1.689270e-02    1.881083e-02    1.232655e-03
    6     25        2   -2.996468e-02   -2.300995e-02    1.753209e-03
    6     26        1    1.566950e-02    1.957345e-02    1.276469e-03
    6     26        2   -2.480335e-02   -2.302836e-02    1.750932e-03
    6     27        1    1.730852e-02    2.015231e-02    1.311535e-03
    6     27        2   -2.624410e-02   -2.301774e-02    1.745719e-03
    6     28        1    1.773146e-02    2.056336e-02    1.338708e-03
    6     28        2   -2.410278e-02   -2.297192e-02    1.737198e-03
    6     29        1    1.767158e-02    2.081948e-02    1.358671e-03
    6     29        2   -2.702944e-02   -2.283635e-02    1.719925e-03
    6     30        1    1.749535e-02    2.093474e-02    1.372098e-03
    6     30        2   -2.534305e-02   -2.248280e-02    1.680897e-03
    6     31        1    1.922613e-02    2.093727e-02    1.380176e-03
    6     31        2   -2.292031e-02   -2.175619e-02    1.604237e-03
    6     32        1    1.896207e-02    2.087816e-02    1.384986e-03
    6     32        2   -2.154155e-02   -2.081994e-02    1.505946e-03
    6     33        1    1.789038e-02    2.080613e-02    1.388535e-03
    6     33        2   -2.030920e-02   -2.014060e-02    1.433243e-03
    6     34        1    1.886339e-02    2.074254e-02    1.391755e-03
    6     34        2   -2.163159e-02   -1.980603e-02    1.396040e-03
    6     35        1    1.896147e-02    2.069041e-02    1.394839e-03
    6     35        2   -1.810992e-02   -1.968429e-02    1.381575e-03
    6     36        1    1.869202e-02    2.064706e-02    1.397742e-03
    6     36        2   -1.715406e-02   -1.966179e-02    1.378314e-03
    6     37        1    1.975047e-02    2.060940e-02    1.400393e-03
    6     37        2   -1.992812e-02   -1.967773e-02    1.379821e-03
    6     38        1    1.885605e-02    2.057516e-02    1.402746e-03
    6     38        2   -1.979281e-02   -1.970463e-02    1.383027e-03
    6     39        1    1.950535e-02    2.054294e-02    1.404788e-03
    6     39        2   -1.843982e-02   -1.973132e-02    1.386578e-03
    6     40        1    1.884005e-02    2.051194e-02    1.406526e-03
    6     40        2   -1.892130e-02   -1.975390e-02    1.389920e-03
    6     41        1    2.179646e-02    2.048176e-02    1.407977e-03
    6     41        2   -1.832694e-02   -1.977154e-02    1.392866e-03
    7      1        1    1.209552e-02    1.156252e-02    8.127391e-04
    7      1        2   -1.410663e-02   -1.255912e-02    9.168024e-04
    7      2        1    1.093994e-02    1.140889e-02    8.053626e-04
    7      2        2   -1.323338e-02   -1.259433e-02    9.215548e-04
    7      3        1    1.122988e-02    1.123113e-02    7.969574e-04
    7      3        2   -1.507290e-02   -1.263621e-02    9.269894e-04
    7      4        1    1.005031e-02    1.102362e-02    7.872668e-04
    7      4        2   -1.272897e-02   -1.268398e-02    9.330075e-04
    7      5        1    1.057639e-02    1.077904e-02    7.759467e-04
    7      5        2   -1.193099e-02   -1.273391e-02    9.392189e-04
    7      6        1    9.546927e-03    1.048801e-02    7.625414e-04
    7      6        2   -1.349288e-02   -1.277559e-02    9.445795e-04
    7      7        1    1.095872e-02    1.013900e-02    7.464626e-04
    7      7        2   -1.468056e-02   -1.278359e-02    9.466160e-04
    7      8        1    1.110873e-02    9.719583e-03    7.270309e-04
    7      8        2   -1.460413e-02   -1.270059e-02    9.398792e-04
    7      9        1    1.123693e-02    9.221659e-03    7.036979e-04
    7      9        2   -1.334607e-02   -1.240886e-02    9.134159e-04
    7     10        1    9.295419e-03    8.655151e-03    6.767043e-04
    7     10        2   -1.400838e-02   -1.171523e-02    8.496474e-04
    7     11        1    9.963305e-03    8.070201e-03    6.482589e-04
    7     11        2   -9.521930e-03   -1.049179e-02    7.374807e-04
    7     12        1    1.001317e-02    7.555041e-03    6.226872e-04
    7     12        2   -8.076631e-03   -9.081627e-03    6.087744e-04
    7     13        1    1.011863e-02    7.171081e-03    6.032961e-04
    7     13        2   -7.131925e-03   -8.043918e-03    5.144370e-04
    7     14        1    1.041191e-02    6.922476e-03    5.905677e-04
    7     14        2   -5.855451e-03   -7.464957e-03    4.619175e-04
    7     15        1    9.518449e-03    6.791321e-03    5.837459e-04
    7     15        2   -5.152756e-03   -7.209874e-03    4.385077e-04
    7     16        1    9.564326e-03    6.763155e-03    5.821485e-04
    7     16        2   -5.761879e-03   -7.182003e-03    4.351589e-04
    7     17        1    1.040321e-02    6.834270e-03    5.855840e-04
    7     17        2   -4.950650e-03   -7.375814e-03    4.511382e-04
    7     18        1    1.078871e-02    7.013066e-03    5.944326e-04
    7     18        2   -5.278615e-03   -7.886585e-03    4.948602e-04
    7     19        1    9.757172e-03    7.319501e-03    6.095920e-04
    7     19        2   -8.113254e-03   -8.915632e-03    5.846084e-04
    7     20        1    8.865855e-03    7.777675e-03    6.320441e-04
    7     20        2   -1.021967e-02   -1.066145e-02    7.388583e-04
    7     21        1    1.037419e-02    8.386741e-03    6.613902e-04
    7     21        2   -1.252224e-02   -1.281839e-02    9.306455e-04
    7     22        1    9.839339e-03    9.078148e-03    6.939890e-04
    7     22        2   -1.496120e-02   -1.435951e-02    1.067883e-03
    7     23        1    1.078347e-02    9.747941e-03    7.248992e-04
    7     23        2   -1.770113e-02   -1.504624e-02    1.128680e-03
    7     24        1    1.149532e-02    1.033363e-02    7.514810e-04
    7     24        2   -1.684028e-02   -1.527320e-02    1.148075e-03
    7     25        1    1.087036e-02    1.081961e-02    7.733279e-04
    7     25        2   -1.502440e-02   -1.531997e-02    1.151130e-03
    7     26        1    1.164122e-02    1.121203e-02    7.909496e-04
    7     26        2   -1.725626e-02   -1.530474e-02    1.148541e-03
    7     27        1    1.146835e-02    1.152230e-02    8.050053e-04
    7     27        2   -1.693840e-02   -1.526560e-02    1.143821e-03
    7     28        1    1.145780e-02    1.176048e-02    8.160330e-04
    7     28        2   -1.639200e-02   -1.519926e-02    1.136755e-03
    7     29        1    1.087966e-02    1.193392e-02    8.244079e-04
    7     29        2   -1.756932e-02   -1.506121e-02    1.123453e-03
    7     30        1    1.173043e-02    1.204930e-02    8.304393e-04
    7     30        2   -1.411655e-02   -1.474504e-02    1.094536e-03
    7     31        1    1.122310e-02    1.211794e-02    8.345894e-04
    7     31        2   -1.628103e-02   -1.411991e-02    1.038397e-03
    7     32        1    1.132398e-02    1.215985e-02    8.376454e-04
    7     32        2   -1.447157e-02   -1.331511e-02    9.661805e-04
    7     33        1    1.129134e-02    1.219403e-02    8.403518e-04
    7     33        2   -1.264117e-02   -1.271819e-02    9.120089e-04
    7     34        1    1.149816e-02    1.222878e-02    8.430349e-04
    7     34        2   -1.310394e-02   -1.241221e-02    8.835846e-04
    7     35        1    1.127261e-02    1.226518e-02    8.457374e-04
    7     35        2   -1.352314e-02   -1.229304e-02    8.719719e-04
    7     36        1    1.095755e-02    1.230208e-02    8.484132e-04
    7     36        2   -1.353611e-02   -1.226591e-02    8.688358e-04
    7     37        1    1.128514e-02    1.233820e-02    8.510130e-04
    7     37        2   -1.325692e-02   -1.227794e-02    8.694393e-04
    7     38        1    1.115670e-02    1.237265e-02    8.535019e-04
    7     38        2   -1.260804e-02   -1.230395e-02    8.714785e-04
    7     39        1    1.076738e-02    1.240490e-02    8.558601e-04
    7     39        2   -1.240196e-02   -1.233288e-02    8.739124e-04
    7     40        1    1.211991e-02    1.243471e-02    8.580793e-04
    7     40        2   -1.326921e-02   -1.236024e-02    8.762982e-04
    7     41        1    1.281760e-02    1.246199e-02    8.601566e-04
    7     41        2   -1.385558e-02   -1.238449e-02    8.784689e-04
    8      1        1    7.324800e-03    7.239274e-03    5.222528e-04
    8      1        2   -9.419079e-03   -8.147133e-03    5.902424e-04
    8      2        1    7.346016e-03    7.174844e-03    5.198718e-04
    8      2        2   -9.389975e-03   -8.185348e-03    5.937729e-04
    8      3        1    7.222388e-03    7.100202e-03    5.171020e-04
    8      3        2   -9.115347e-03   -8.229098e-03    5.977700e-04
    8      4        1    6.903134e-03    7.012523e-03    5.138236e-04
    8      4        2   -9.951880e-03   -8.277571e-03    6.021587e-04
    8      5        1    7.789243e-03    6.907994e-03    5.098711e-04
    8      5        2   -7.610851e-03   -8.327555e-03    6.066592e-04
    8      6        1    8.495204e-03    6.781489e-03    5.050158e-04
    8      6        2   -9.190764e-03   -8.370398e-03    6.105336e-04
    8      7        1    7.438409e-03    6.626313e-03    4.989488e-04
    8      7        2   -9.202737e-03   -8.385543e-03    6.120504e-04
    8      8        1    7.463004e-03    6.434511e-03    4.912836e-04
    8      8        2   -9.403121e-03   -8.327507e-03    6.074171e-04
    8      9        1    6.448585e-03    6.199156e-03    4.816427e-04
    8      9        2   -8.571753e-03   -8.104333e-03    5.890408e-04
    8     10        1    6.723731e-03    5.921512e-03    4.699654e-04
    8     10        2   -8.874653e-03   -7.567103e-03    5.447479e-04
    8     11        1    8.122448e-03    5.624405e-03    4.571421e-04
    8     11        2   -6.691253e-03   -6.618116e-03    4.667086e-04
    8     12        1    7.294955e-03    5.354818e-03    4.452502e-04
    8     12        2   -4.674072e-03   -5.519584e-03    3.765360e-04
    8     13        1    6.303848e-03    5.149683e-03    4.360614e-04
    8     13        2   -3.898812e-03   -4.702806e-03    3.095591e-04
    8     14        1    7.201340e-03    5.015078e-03    4.299700e-04
    8     14        2   -3.374334e-03   -4.240225e-03    2.716543e-04
    8     15        1    7.023481e-03    4.943179e-03    4.266821e-04
    8     15        2   -3.240393e-03   -4.031030e-03    2.544446e-04
    8     16        1    7.256251e-03    4.926725e-03    4.258862e-04
    8     16        2   -3.270514e-03   -4.000649e-03    2.517326e-04
    8     17        1    6.620938e-03    4.963701e-03    4.274903e-04
    8     17        2   -3.049633e-03   -4.143721e-03    2.630145e-04
    8     18        1    7.724448e-03    5.058259e-03    4.316707e-04
    8     18        2   -3.864027e-03   -4.531920e-03    2.941243e-04
    8     19        1    6.833822e-03    5.220065e-03    4.388299e-04
    8     19        2   -4.635236e-03   -5.316416e-03    3.575032e-04
    8     20        1    7.620478e-03    5.459361e-03    4.493454e-04
    8     20        2   -6.064336e-03   -6.642737e-03    4.652058e-04
    8     21        1    7.362535e-03    5.770705e-03    4.628243e-04
    8     21        2   -9.012756e-03   -8.273520e-03    5.978872e-04
    8     22        1    7.632869e-03    6.112994e-03    4.773127e-04
    8     22        2   -1.019069e-02   -9.434394e-03    6.923562e-04
    8     23        1    8.081497e-03    6.432209e-03    4.904699e-04
    8     23        2   -1.183095e-02   -9.948167e-03    7.340742e-04
    8     24        1    7.527423e-03    6.700980e-03    5.012595e-04
    8     24        2   -1.004066e-02   -1.011297e-02    7.472782e-04
    8     25        1    7.236603e-03    6.916595e-03    5.097121e-04
    8     25        2   -1.150003e-02   -1.014032e-02    7.492144e-04
    8     26        1    7.026846e-03    7.085893e-03    5.162171e-04
    8     26        2   -1.120529e-02   -1.012022e-02    7.472501e-04
    8     27        1    7.416366e-03    7.216851e-03    5.211681e-04
    8     27        2   -1.083692e-02   -1.008209e-02    7.438114e-04
    8     28        1    7.064389e-03    7.315793e-03    5.248619e-04
    8     28        2   -1.079386e-02   -1.002399e-02    7.387624e-04
    8     29        1    7.213522e-03    7.387111e-03    5.274974e-04
    8     29        2   -1.097263e-02   -9.912941e-03    7.294428e-04
    8     30        1    7.090514e-03    7.434361e-03    5.292266e-04
    8     30        2   -1.058357e-02   -9.669420e-03    7.094154e-04
    8     31        1    8.595459e-03    7.462720e-03    5.302539e-04
    8     31        2   -8.424673e-03   -9.194830e-03    6.706712e-04
    8     32        1    8.144415e-03    7.480757e-03    5.309086e-04
    8     32        2   -8.480820e-03   -8.583290e-03    6.207350e-04
    8     33        1    6.857127e-03    7.496466e-03    5.314958e-04
    8     33        2   -8.705435e-03   -8.124309e-03    5.830328e-04
    8     34        1    7.208400e-03    7.513221e-03    5.321422e-04
    8     34        2   -7.738928e-03   -7.883523e-03    5.630199e-04
    8     35        1    7.797486e-03    7.531336e-03    5.328566e-04
    8     35        2   -7.842094e-03   -7.785176e-03    5.546501e-04
    8     36        1    7.361074e-03    7.550210e-03    5.336134e-04
    8     36        2   -8.371019e-03   -7.758525e-03    5.522015e-04
    8     37        1    7.548334e-03    7.569215e-03    5.343862e-04
    8     37        2   -7.231168e-03   -7.763398e-03    5.523964e-04
    8     38        1    7.777256e-03    7.587899e-03    5.351561e-04
    8     38        2   -7.778168e-03   -7.780304e-03    5.536294e-04
    8     39        1    7.904129e-03    7.605983e-03    5.359112e-04
    8     39        2   -7.577397e-03   -7.800468e-03    5.551689e-04
    8     40        1    6.687674e-03    7.623309e-03    5.366444e-04
    8     40        2   -7.914878e-03   -7.820191e-03    5.567006e-04
    8     41        1    7.329700e-03    7.639801e-03    5.373520e-04
    8     41        2   -9.063275e-03   -7.838086e-03    5.581028e-04
    9      1        1    4.381271e-03    4.671363e-03    3.358811e-04
    9      1        2   -5.554718e-03   -5.224136e-03    3.769006e-04
    9      2        1    5.105397e-03    4.647602e-03    3.351024e-04
    9      2        2   -5.559136e-03   -5.253465e-03    3.792872e-04
    9      3        1    4.917461e-03    4.619602e-03    3.341704e-04
    9      3        2   -5.857947e-03   -5.286745e-03    3.819823e-04
    9      4        1    4.164321e-03    4.586064e-03    3.330339e-04
    9      4        2   -5.525471e-03   -5.323350e-03    3.849341e-04
    9      5        1    4.514716e-03    4.545200e-03    3.316217e-04
    9      5        2   -5.154351e-03   -5.360913e-03    3.879536e-04
    9      6        1    5.400859e-03    4.494534e-03    3.298329e-04
    9      6        2   -5.795294e-03   -5.393173e-03    3.905454e-04
    9      7        1    5.215495e-03    4.430717e-03    3.275284e-04
    9      7        2   -5.292860e-03   -5.405392e-03    3.915507e-04
    9      8        1    4.358325e-03    4.349544e-03    3.245277e-04
    9      8        2   -5.631531e-03   -5.365215e-03    3.884389e-04
    9      9        1    4.888761e-03    4.246837e-03    3.206400e-04
    9      9        2   -5.232533e-03   -5.207674e-03    3.761540e-04
    9     10        1    4.999271e-03    4.121748e-03    3.157937e-04
    9     10        2   -4.740249e-03   -4.828172e-03    3.465972e-04
    9     11        1    4.969932e-03    3.983663e-03    3.103285e-04
    9     11        2   -4.264072e-03   -4.158372e-03    2.945239e-04
    9     12        1    4.847021e-03    3.855009e-03    3.051485e-04
    9     12        2   -3.708831e-03   -3.381781e-03    2.341849e-04
    9     13        1    4.355553e-03    3.755235e-03    3.010843e-04
    9     13        2   -2.313180e-03   -2.801653e-03    1.890981e-04
    9     14        1    4.493285e-03    3.688956e-03    2.983643e-04
    9     14        2   -2.084855e-03   -2.470966e-03    1.633885e-04
    9     15        1    5.128627e-03    3.653216e-03    2.968866e-04
    9     15        2   -2.087724e-03   -2.319971e-03    1.516266e-04
    9     16        1    4.393809e-03    3.644751e-03    2.965228e-04
    9     16        2   -1.995763e-03   -2.296297e-03    1.497250e-04
    9     17        1    4.813457e-03    3.662606e-03    2.972338e-04
    9     17        2   -2.072817e-03   -2.395950e-03    1.573579e-04
    9     18        1    4.401014e-03    3.708669e-03    2.990940e-04
    9     18        2   -2.648900e-03   -2.669014e-03    1.784119e-04
    9     19        1    4.600147e-03    3.787197e-03    3.022682e-04
    9     19        2   -3.078595e-03   -3.220883e-03    2.210949e-04
    9     20        1    4.573479e-03    3.902033e-03    3.068873e-04
    9     20        2   -4.218163e-03   -4.151744e-03    2.932054e-04
    9     21        1    4.424572e-03    4.048500e-03    3.127132e-04
    9     21        2   -5.289953e-03   -5.293283e-03    3.816547e-04
    9     22        1    4.155960e-03    4.205069e-03    3.188316e-04
    9     22        2   -6.398366e-03   -6.104486e-03    4.444957e-04
    9     23        1    5.029394e-03    4.346408e-03    3.242342e-04
    9     23        2   -7.287847e-03   -6.462675e-03    4.722211e-04
    9     24        1    4.804941e-03    4.461581e-03    3.285337e-04
    9     24        2   -6.880219e-03   -6.576416e-03    4.809822e-04
    9     25        1    4.625482e-03    4.551162e-03    3.317992e-04
    9     25        2   -7.045622e-03   -6.593668e-03    4.822463e-04
    9     26        1    4.969375e-03    4.619487e-03    3.342318e-04
    9     26        2   -7.468256e-03   -6.577530e-03    4.809111e-04
    9     27        1    5.112395e-03    4.670864e-03    3.360169e-04
    9     27        2   -6.457143e-03   -6.548752e-03    4.785923e-04
    9     28        1    4.939021e-03    4.708519e-03    3.372896e-04
    9     28        2   -6.920826e-03   -6.506114e-03    4.752021e-04
    9     29        1    4.435153e-03    4.734620e-03    3.381384e-04
    9     29        2   -6.599642e-03   -6.426728e-03    4.689752e-04
    9     30        1    4.415015e-03    4.750833e-03    3.386289e-04
    9     30        2   -5.901962e-03   -6.255266e-03    4.556387e-04
    9     31        1    5.002776e-03    4.759412e-03    3.388461e-04
    9     31        2   -6.117778e-03   -5.922862e-03    4.298642e-04
    9     32        1    4.688686e-03    4.763978e-03    3.389248e-04
    9     32        2   -6.514636e-03   -5.494212e-03    3.966134e-04
    9     33        1    4.414719e-03    4.767871e-03    3.389886e-04
    9     33        2   -5.198235e-03   -5.170764e-03    3.714419e-04
    9     34        1    5.496445e-03    4.772470e-03    3.390877e-04
    9     34        2   -4.861188e-03   -4.999358e-03    3.580211e-04
    9     35        1    4.921842e-03    4.777870e-03    3.392245e-04
    9     35        2   -5.228711e-03   -4.927931e-03    3.523609e-04
    9     36        1    4.856979e-03    4.783790e-03    3.393872e-04
    9     36        2   -4.672953e-03   -4.907264e-03    3.506609e-04
    9     37        1    4.728121e-03    4.789942e-03    3.395645e-04
    9     37        2   -4.347094e-03   -4.909193e-03    3.507360e-04
    9     38        1    4.398811e-03    4.796119e-03    3.397480e-04
    9     38        2   -5.154074e-03   -4.919950e-03    3.515132e-04
    9     39        1    4.830363e-03    4.802193e-03    3.399324e-04
    9     39        2   -5.725210e-03   -4.933275e-03    3.525017e-04
    9     40        1    5.004110e-03    4.808085e-03    3.401144e-04
    9     40        2   -5.023670e-03   -4.946494e-03    3.534902e-04
    9     41        1    4.838625e-03    4.813755e-03    3.402923e-04
    9     41        2   -4.783047e-03   -4.958575e-03    3.543957e-04
   10      1        1    3.316483e-03    2.939769e-03    2.133874e-04
   10      1        2   -3.213693e-03   -3.399962e-03    2.406534e-04
   10      2        1    2.994311e-03    2.930986e-03    2.131013e-04
   10      2        2   -3.441615e-03   -3.420908e-03    2.422280e-04
   10      3        1    3.169772e-03    2.920511e-03    2.127544e-04
   10      3        2   -3.763543e-03   -3.444574e-03    2.440036e-04
   10      4        1    2.874793e-03    2.907794e-03    2.123256e-04
   10      4        2   -3.590877e-03   -3.470508e-03    2.459456e-04
   10      5        1    3.111149e-03    2.892072e-03    2.117856e-04
   10      5        2   -3.071410e-03   -3.497047e-03    2.479295e-04
   10      6        1    3.262490e-03    2.872272e-03    2.110923e-04
   10      6        2   -3.651198e-03   -3.519819e-03    2.496294e-04
   10      7        1    2.960758e-03    2.846916e-03    2.101873e-04
   10      7        2   -3.166623e-03   -3.528588e-03    2.502851e-04
   10      8        1    3.508649e-03    2.814094e-03    2.089935e-04
   10      8        2   -3.478668e-03   -3.500967e-03    2.482378e-04
   10      9        1    2.987325e-03    2.771792e-03    2.074263e-04
   10      9        2   -3.740391e-03   -3.392171e-03    2.401787e-04
   10     10        1    3.280704e-03    2.719276e-03    2.054465e-04
   10     10        2   -3.051156e-03   -3.130327e-03    2.208109e-04
   10     11        1    3.308750e-03    2.660195e-03    2.031844e-04
   10     11        2   -2.781304e-03   -2.668590e-03    1.866956e-04
   10     12        1    3.111178e-03    2.604226e-03    2.010153e-04
   10     12        2   -2.123133e-03   -2.132825e-03    1.471166e-04
   10     13        1    3.309070e-03    2.560271e-03    1.992979e-04
   10     13        2   -1.652258e-03   -1.731590e-03    1.174586e-04
   10     14        1    3.032093e-03    2.530819e-03    1.981411e-04
   10     14        2   -1.370095e-03   -1.502127e-03    1.004863e-04
   10     15        1    3.242570e-03    2.514819e-03    1.975093e-04
   10     15        2   -1.179143e-03   -1.396921e-03    9.269575e-05
   10     16        1    2.847188e-03    2.510924e-03    1.973511e-04
   10     16        2   -1.257508e-03   -1.380005e-03    9.142764e-05
   10     17        1    2.840003e-03    2.518724e-03    1.976504e-04
   10     17        2   -1.225739e-03   -1.448600e-03    9.647355e-05
   10     18        1    3.116187e-03    2.539011e-03    1.984376e-04
   10     18        2   -1.661417e-03   -1.637141e-03    1.103778e-04
   10     19        1    2.675448e-03    2.573527e-03    1.997785e-04
   10     19        2   -1.902819e-03   -2.017943e-03    1.384878e-04
   10     20        1    3.205406e-03    2.623634e-03    2.017193e-04
   10     20        2   -2.565328e-03   -2.659236e-03    1.858385e-04
   10     21        1    2.759165e-03    2.686735e-03    2.041446e-04
   10     21        2   -3.829510e-03   -3.444417e-03    2.437965e-04
   10     22        1    3.262098e-03    2.753013e-03    2.066603e-04
   10     22        2   -4.098515e-03   -4.001868e-03    2.849340e-04
   10     23        1    3.008347e-03    2.811660e-03    2.088507e-04
   10     23        2   -3.925291e-03   -4.247812e-03    3.030786e-04
   10     24        1    2.924967e-03    2.858499e-03    2.105687e-04
   10     24        2   -4.366633e-03   -4.325642e-03    3.088110e-04
   10     25        1    3.183083e-03    2.894233e-03    2.118546e-04
   10     25        2   -4.166504e-03   -4.337045e-03    3.096353e-04
   10     26        1    2.913519e-03    2.920978e-03    2.127977e-04
   10     26        2   -4.296827e-03   -4.325427e-03    3.087568e-04
   10     27        1    3.522330e-03    2.940700e-03    2.134775e-04
   10     27        2   -4.849248e-03   -4.305091e-03    3.072331e-04
   10     28        1    3.187845e-03    2.954826e-03    2.139509e-04
   10     28        2   -4.421414e-03   -4.275241e-03    3.050073e-04
   10     29        1    2.917131e-03    2.964299e-03    2.142545e-04
   10     29        2   -4.541328e-03   -4.220206e-03    3.009257e-04
   10     30        1    3.200253e-03    2.969825e-03    2.144154e-04
   10     30        2   -3.577834e-03   -4.102057e-03    2.921941e-04
   10     31        1    2.922299e-03    2.972332e-03    2.144680e-04
   10     31        2   -3.764837e-03   -3.873501e-03    2.753255e-04
   10     32        1    2.971697e-03    2.973291e-03    2.144670e-04
   10     32        2   -3.091796e-03   -3.578605e-03    2.535537e-04
   10     33        1    3.207535e-03    2.974056e-03    2.144621e-04
   10     33        2   -3.382039e-03   -3.355457e-03    2.370508e-04
   10     34        1    3.222910e-03    2.975178e-03    2.144735e-04
   10     34        2   -3.220067e-03   -3.236595e-03    2.282333e-04
   10     35        1    3.326793e-03    2.976688e-03    2.145019e-04
   10     35        2   -3.204880e-03   -3.186561e-03    2.245000e-04
   10     36        1    2.848119e-03    2.978463e-03    2.145424e-04
   10     36        2   -3.091003e-03   -3.171611e-03    2.233649e-04
   10     37        1    3.423172e-03    2.980381e-03    2.145902e-04
   10     37        2   -3.413510e-03   -3.172361e-03    2.233964e-04
